phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
58,111,89,297,68,173,-1.7948010098340133,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,89,297,68,168,-1.6715549933216303,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,89,297,68,163,-1.514336112479039,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,89,297,68,158,-1.3857237361373094,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,89,297,68,153,-1.3852982007361148,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,94,297,68,153,-1.3357671180904438,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,94,297,63,153,-1.1947420128074855,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,94,297,63,148,-1.1747777611419146,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,94,297,58,148,-0.9970560083520584,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,99,297,58,148,-0.9135289939734461,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
58,111,99,297,58,143,-0.9458434340607682,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
53,111,99,297,58,143,-0.4183478458548304,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
48,111,99,297,58,143,0.08013137253723146,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
43,111,99,297,58,143,0.5399939428941831,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
43,116,99,297,58,143,0.8030115382338774,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
38,116,99,297,58,143,1.215400905545873,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
33,116,99,297,58,143,1.5723748075969557,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
28,116,99,297,58,143,1.8670582360598755,"(array([ 58, 111,  89]), array([297,  68, 158]), -1.3857237361373094, 0.7716375)"
