phi1,phi2,phi3,theta1,theta2,theta3,result
231,0,111,265,185,292,6.4818490409174165
231,0,111,263,185,292,6.642514128892148
231,0,111,261,185,292,6.811453736771263
231,0,111,259,185,292,6.988146580107837
231,0,111,257,185,292,7.172047450870013
231,0,111,255,185,292,7.362588899749087
231,0,111,253,185,292,7.559182987095833
231,0,111,251,185,292,7.7612230970824
231,0,111,249,185,292,7.9680858094918605
231,0,111,247,185,292,8.17913282335986
231,0,111,245,185,292,8.393712926532645
231,0,111,243,185,292,8.61116400506425
231,0,111,241,185,292,8.830815086252484
231,0,111,239,185,292,9.051988409009752
231,0,111,237,185,292,9.274001515180297
231,0,111,235,185,292,9.496169355350812
231,0,111,233,185,292,9.71780640265675
231,0,111,231,185,292,9.938228768061824
231,0,111,229,185,292,10.156756310583809
231,0,111,227,185,292,10.372714735955226
231,0,111,225,185,292,10.585437677243293
231,0,111,223,185,292,10.79426875100904
231,0,111,221,185,292,10.998563582661122
231,0,111,219,185,292,11.197691794754821
231,0,111,217,185,292,11.391038952101058
231,0,111,215,185,292,11.578008457683618
231,0,111,213,185,292,11.758023393534398
231,0,111,211,185,292,11.9305283008865
231,0,111,209,185,292,12.094990894112234
231,0,111,207,185,292,12.250903703157503
231,0,111,205,185,292,12.39778563940459
231,0,111,203,185,292,12.535183480131717
231,0,111,201,185,292,12.662673266988847
231,0,111,199,185,292,12.779861614174594
231,0,111,197,185,292,12.886386922277696
231,0,111,195,185,292,12.981920494037539
231,0,111,193,185,292,13.066167548580994
231,0,111,191,185,292,13.138868131005923
231,0,111,189,185,292,13.199797914504797
231,0,111,187,185,292,13.248768892553327
231,0,111,185,185,292,13.28562995902828
233,0,111,185,185,292,13.313629903124754
233,0,111,183,185,292,13.338267318560932
235,0,111,183,185,292,13.353984675262332
235,0,111,181,185,292,13.366322417810029
235,0,111,181,187,292,13.373519655530957
235,0,109,181,187,292,13.37946635955149
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
237,0,109,181,187,292,13.382852630973286
