phi1,phi2,phi3,theta1,theta2,theta3,result
28,211,233,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9c20>>
28,211,228,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb3f8>>
28,206,228,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb050>>
28,201,228,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb098>>
28,201,233,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb440>>
28,201,238,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb488>>
28,206,238,228,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9ef0>>
28,206,238,228,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb638>>
28,206,238,228,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb4d0>>
28,206,243,228,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb518>>
28,201,243,228,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb320>>
28,201,243,223,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9d88>>
28,201,243,223,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb5f0>>
28,206,243,223,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb128>>
28,206,238,223,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb7a0>>
28,201,238,223,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb368>>
28,201,238,218,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9d40>>
23,201,238,218,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e96c8>>
23,196,238,218,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb560>>
23,196,238,218,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb758>>
23,196,238,218,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb710>>
23,196,238,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb7e8>>
23,196,238,223,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9680>>
23,196,238,223,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebb48>>
18,196,238,223,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9128>>
18,196,233,223,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eba28>>
18,196,233,223,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebb90>>
18,196,233,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb248>>
18,196,233,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb680>>
18,196,238,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebab8>>
18,196,238,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb3b0>>
18,196,243,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebbd8>>
23,196,243,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9170>>
18,196,243,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9758>>
18,201,243,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb9e0>>
23,201,243,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e93f8>>
23,201,243,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb950>>
23,201,238,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebe18>>
23,206,238,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebb00>>
23,206,243,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebd88>>
23,206,243,218,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb8c0>>
23,206,243,218,64,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebfc8>>
23,206,243,213,64,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebc20>>
23,206,243,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2128>>
23,201,243,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebdd0>>
28,201,243,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16e9f38>>
28,201,248,213,64,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2050>>
28,201,248,213,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2248>>
28,196,248,213,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebe60>>
33,196,248,213,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb5a8>>
33,191,248,213,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebef0>>
33,191,248,208,64,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb998>>
33,191,248,208,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2170>>
28,191,248,208,59,66,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb878>>
28,191,248,208,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f23b0>>
23,191,248,208,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb908>>
23,191,253,208,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2290>>
23,186,253,208,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2098>>
23,191,253,208,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebd40>>
23,191,253,213,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebcf8>>
23,186,253,213,59,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f20e0>>
23,186,253,213,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f23f8>>
23,186,248,213,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2560>>
23,186,248,213,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2488>>
23,186,243,213,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f25f0>>
23,186,238,213,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2638>>
23,186,238,208,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebcb0>>
28,186,238,208,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb6c8>>
28,186,233,208,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2710>>
28,186,233,208,54,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2518>>
28,186,233,208,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2830>>
23,186,233,208,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebea8>>
28,186,233,208,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb290>>
33,186,233,208,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebc68>>
33,186,238,208,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f27a0>>
33,186,238,203,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2368>>
33,186,238,208,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebf80>>
33,186,238,203,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f25a8>>
28,186,238,203,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eba70>>
28,191,238,203,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2758>>
28,191,238,203,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f28c0>>
28,196,238,203,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f27e8>>
28,196,238,198,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2440>>
33,196,238,198,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16ebf38>>
33,196,238,193,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f24d0>>
38,196,238,193,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f21b8>>
38,196,238,188,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2680>>
38,196,243,188,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2bd8>>
38,196,248,188,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2c20>>
38,196,248,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2d88>>
38,201,248,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f29e0>>
38,206,248,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2998>>
38,206,253,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2d40>>
38,206,258,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2cf8>>
33,206,258,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2200>>
33,206,263,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2e18>>
28,206,263,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2320>>
28,206,258,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2f38>>
28,206,253,188,59,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2f80>>
28,206,253,188,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc128>>
28,206,258,188,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2ef0>>
28,206,258,183,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2908>>
28,206,258,178,59,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2b00>>
28,206,258,178,54,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2ea8>>
28,206,258,178,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc050>>
28,206,258,173,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2a28>>
28,206,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2b90>>
28,206,258,168,44,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc098>>
28,206,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc0e0>>
28,206,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc368>>
33,206,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16eb830>>
28,206,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f26c8>>
28,206,258,173,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2cb0>>
28,206,258,173,49,86,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc488>>
28,206,258,168,49,86,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2e60>>
23,206,258,168,49,86,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2878>>
23,206,253,168,49,86,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc4d0>>
23,206,253,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc638>>
23,206,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc440>>
23,206,258,168,54,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc248>>
23,206,258,173,54,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2dd0>>
23,206,258,168,54,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2c68>>
28,206,258,168,54,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2950>>
28,206,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc518>>
28,211,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc320>>
28,211,258,173,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2b48>>
28,211,258,168,49,81,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc290>>
28,211,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc908>>
23,211,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc170>>
23,216,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc2d8>>
28,216,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2a70>>
28,216,258,163,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc1b8>>
28,216,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc560>>
33,216,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f22d8>>
38,216,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc200>>
38,221,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc6c8>>
38,226,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc7a0>>
43,226,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16f2ab8>>
43,221,258,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc8c0>>
43,221,263,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fcab8>>
43,216,263,168,49,76,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc950>>
43,216,263,168,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fccf8>>
43,216,268,168,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fcb90>>
38,216,268,168,49,71,<bound method Antenna.function of <models.Antenna instance at 0x7f28d16fc3f8>>
