phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
360,63,44,94,343,109,0.9679501517939899,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,63,44,94,343,104,0.9351905393341928,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,58,44,94,343,104,1.5281365626594654,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,53,44,94,343,104,2.099737213672734,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,48,44,94,343,104,2.63849294607724,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,48,44,94,348,104,3.213593988476862,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,48,44,94,353,104,3.7919226706868434,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,48,44,94,358,104,4.3636817387716915,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,43,44,94,358,104,4.96406441279798,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,38,44,94,358,104,5.505764933060365,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,94,358,104,5.978965780986343,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,99,358,104,6.385644113512619,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,104,358,104,6.840714766736473,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,109,358,104,7.335413473823756,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,114,358,104,7.8602127659282415,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,119,358,104,8.405005462993842,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,124,358,104,8.959299329292865,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,129,358,104,9.512419144803184,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,134,358,104,10.05371230070451,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,139,358,104,10.572753959402483,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,144,358,104,11.059547827876136,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,33,44,149,358,104,11.504718677627858,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,28,44,149,358,104,11.900921579035135,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,28,44,154,358,104,12.29589580487556,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,28,44,159,358,104,12.633066545137481,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,23,44,159,358,104,12.945256139637888,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,23,44,164,358,104,13.218129777746853,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,18,44,164,358,104,13.440908728514353,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,18,44,169,358,104,13.644229954422464,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,18,44,174,358,104,13.77408297733046,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,13,44,174,358,104,13.903775919136045,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,13,49,174,358,104,14.00201021507618,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,13,49,179,358,104,14.055894178174412,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
360,8,49,179,358,104,14.090618501738689,"(array([360,  53,  44]), array([ 94, 343, 104]), 2.099737213672734, nan)"
