phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
343,350,316,314,98,99,-2.12222985347456,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,79,-1.898310626806592,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,59,-2.0658577426495404,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,79,-1.898310626806592,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,59,-2.0658577426495404,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,39,-2.0078104734042284,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,19,-2.0365171570479563,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
343,350,316,314,98,0,-1.8334711210777073,"(array([343, 350, 316]), array([314,  98,  79]), -1.898310626806592, 0.8122499999999999)"
