phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
25,218,155,335,89,155,10.269187024874013,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,150,9.088453115009639,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,155,10.269187024874013,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,150,9.088453115009639,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,145,7.087959780340993,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,140,5.349800396988822,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,135,4.916470116124689,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,130,5.6706113939884375,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,155,335,89,125,5.985505943560948,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,160,335,89,125,6.637256676531607,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,160,335,89,130,6.20941526426693,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,160,340,89,130,6.733228560916478,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,160,345,89,130,7.2774372714233735,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,160,345,89,125,7.705278683688048,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,165,345,89,125,8.261527283163357,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,165,350,89,125,8.815650418875475,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,165,355,89,125,9.369016047894013,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,165,360,89,125,9.910966827243298,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,170,360,89,125,10.33890524205602,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
25,218,175,360,89,125,10.609276237717651,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
20,218,175,360,89,125,10.793030909289952,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,218,175,360,89,125,10.902497929345916,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,218,180,360,89,125,10.995037145147757,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,213,180,360,89,125,11.075119939764168,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,208,180,360,89,125,11.19383633318169,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,203,180,360,89,125,11.346713352206002,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,198,180,360,89,125,11.528620119565868,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,193,180,360,89,125,11.733866670167671,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,188,180,360,89,125,11.956313534897404,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,183,180,360,89,125,12.189489981480985,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,178,180,360,89,125,12.426718635186234,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,173,180,360,89,125,12.661244079279744,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,168,180,360,89,125,12.886362958505098,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,163,180,360,89,125,13.095553079902142,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,158,180,360,89,125,13.28259902459724,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,153,180,360,89,125,13.441711851390195,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,148,180,360,89,125,13.567640586750382,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,143,180,360,89,125,13.65577335402126,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,89,125,13.702226194172368,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,84,125,13.746078636916511,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,79,125,13.809913349460995,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,74,125,13.894960335274025,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,69,125,14.002041067803752,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,64,125,14.131552669610812,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,59,125,14.28346026413158,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,54,125,14.457297647370595,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,49,125,14.652176266585924,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,44,125,14.86680233304578,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,39,125,15.099501739279471,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,34,125,15.348252300938043,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,29,125,15.61072270231428,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,24,125,15.884317395465025,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,19,125,16.16622658821766,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,14,125,16.453480358334957,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,9,125,16.743005851646355,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,138,180,360,4,125,17.031686462559165,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,133,180,360,4,125,17.278930490035837,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,133,180,360,0,125,17.527256827400585,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,128,180,360,0,125,17.701648364942876,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
15,123,180,360,0,125,17.780511879286195,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
10,123,180,360,0,125,17.81358300778329,"(array([ 25, 218, 155]), array([335,  89, 150]), 9.088453115009639, 0.7716375)"
