phi1,phi2,phi3,theta1,theta2,theta3,result
255,211,163,213,153,312,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7cb0>>
260,211,163,213,153,312,<bound method Antenna.function of <models.Antenna instance at 0x7f6346d09c20>>
265,211,163,213,153,312,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca3bd8>>
265,211,168,213,153,312,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7bd8>>
265,211,168,213,153,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7d40>>
265,211,173,213,153,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7c68>>
265,211,173,213,158,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7a70>>
260,211,173,213,158,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca73b0>>
260,216,173,213,158,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7950>>
260,216,168,213,158,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7e18>>
260,216,168,213,153,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7c20>>
260,221,168,213,153,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7908>>
260,221,168,213,148,317,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7dd0>>
260,221,168,213,148,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7fc8>>
260,221,168,218,148,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7680>>
260,221,168,213,148,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca77e8>>
260,221,168,213,148,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca90e0>>
260,221,173,213,148,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7f38>>
260,221,168,213,148,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9050>>
260,221,173,213,148,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9098>>
260,221,173,208,148,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca79e0>>
260,221,173,213,148,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca75a8>>
260,221,173,213,148,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9320>>
260,216,173,213,148,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7d88>>
260,216,173,213,153,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7ef0>>
260,216,178,213,153,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9248>>
260,216,173,213,153,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9290>>
260,216,173,218,153,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7a28>>
260,216,173,218,158,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7f80>>
260,211,173,218,158,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9128>>
255,211,173,218,158,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca75f0>>
255,211,178,218,158,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca93f8>>
255,211,178,218,163,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9200>>
260,211,178,218,163,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7320>>
265,211,178,218,163,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7170>>
270,211,178,218,163,322,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7518>>
270,211,178,218,163,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9680>>
270,211,178,218,158,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9518>>
265,211,178,218,158,327,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7b00>>
265,211,178,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9758>>
265,206,178,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9440>>
265,206,173,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca96c8>>
265,206,173,218,153,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca95f0>>
265,206,173,223,153,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7ea8>>
265,206,173,223,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9560>>
265,206,173,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca92d8>>
265,206,168,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca98c0>>
265,201,168,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca95a8>>
265,201,163,218,158,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9950>>
265,201,163,218,163,332,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca97e8>>
265,201,163,218,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9a70>>
265,201,163,218,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9ab8>>
265,201,163,218,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca97a0>>
265,196,163,218,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9638>>
265,196,163,218,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9c20>>
265,196,163,218,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9bd8>>
265,196,163,218,158,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9b90>>
265,196,163,218,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9cf8>>
265,196,163,223,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7e60>>
265,196,163,228,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca91b8>>
265,196,163,228,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9830>>
265,196,163,228,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9e18>>
265,196,163,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9170>>
265,191,163,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9908>>
265,191,158,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9dd0>>
265,196,158,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9878>>
265,196,158,233,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9cb0>>
260,196,158,233,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7cf8>>
260,196,158,233,153,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9d40>>
260,196,153,233,153,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9f38>>
260,196,148,233,153,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9f80>>
260,196,148,233,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9c68>>
260,191,148,233,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca99e0>>
260,186,148,233,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9b48>>
260,186,148,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9e60>>
260,191,148,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9a28>>
260,191,148,233,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0050>>
260,191,148,233,163,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9fc8>>
260,191,148,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0290>>
260,186,148,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9ea8>>
260,186,143,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0200>>
260,186,143,233,163,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0368>>
260,186,143,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0440>>
260,186,148,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0248>>
260,191,148,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9710>>
265,191,148,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7b48>>
265,191,153,233,163,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0320>>
265,191,153,233,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb02d8>>
265,191,153,238,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca93b0>>
265,191,153,233,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9d88>>
270,191,153,233,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7830>>
270,186,153,233,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb01b8>>
270,186,153,228,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9ef0>>
270,186,153,228,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0758>>
275,186,153,228,158,337,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca7b90>>
275,186,153,228,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb06c8>>
275,186,153,228,158,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb07a0>>
275,186,153,228,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0878>>
275,181,153,228,158,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb04d0>>
275,181,153,228,153,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0518>>
275,181,148,228,153,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0830>>
280,181,148,228,153,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9368>>
280,176,148,228,153,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0560>>
280,171,148,228,153,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0488>>
280,171,153,228,153,342,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb08c0>>
280,171,153,228,153,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0a28>>
280,171,153,223,153,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0170>>
280,171,153,223,158,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0638>>
280,171,148,223,158,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0a70>>
280,166,148,223,158,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb05a8>>
280,166,148,223,163,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0710>>
280,166,148,223,158,347,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0998>>
280,166,148,223,158,352,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0c20>>
280,166,148,218,158,352,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0128>>
275,166,148,218,158,352,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9b00>>
275,161,148,218,158,352,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0908>>
275,161,148,213,158,352,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb05f0>>
275,161,148,213,153,352,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0bd8>>
275,161,148,213,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0dd0>>
275,161,153,213,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0cf8>>
275,161,148,213,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0d40>>
275,161,148,218,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0098>>
270,161,148,218,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb00e0>>
265,161,148,218,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9998>>
270,161,148,218,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca94d0>>
270,156,148,218,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0c68>>
270,156,148,223,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0950>>
270,156,153,223,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0f38>>
270,156,153,228,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb09e0>>
265,156,153,228,153,357,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb03f8>>
265,156,153,228,153,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba170>>
265,156,153,228,148,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0fc8>>
265,156,148,228,148,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba0e0>>
265,151,148,228,148,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0e18>>
265,151,148,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0f80>>
260,151,148,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb07e8>>
260,156,148,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0cb0>>
260,156,153,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba248>>
260,156,153,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba3b0>>
260,156,153,233,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0b48>>
260,156,153,233,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba440>>
260,156,153,233,143,355,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba518>>
260,156,153,233,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba4d0>>
260,156,153,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0ea8>>
260,156,153,228,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba200>>
260,156,153,228,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba2d8>>
260,156,153,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0b90>>
255,156,153,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0ab8>>
255,161,153,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0ef0>>
255,161,153,223,148,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba3f8>>
255,161,148,223,148,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba680>>
255,161,148,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba5a8>>
255,161,148,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba560>>
255,161,143,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba758>>
260,161,143,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb03b0>>
265,161,143,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346ca9488>>
270,161,143,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0680>>
270,161,143,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba908>>
270,161,143,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba950>>
270,161,143,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba638>>
270,161,148,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba830>>
265,161,148,223,143,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba098>>
265,161,148,223,138,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba7a0>>
265,161,148,223,133,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba878>>
265,161,148,228,133,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba050>>
265,161,148,228,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba998>>
265,161,148,228,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cbab90>>
265,161,148,223,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba368>>
265,166,148,223,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cba5f0>>
270,166,148,223,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0d88>>
275,166,148,223,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cb0b00>>
275,166,143,223,128,360,<bound method Antenna.function of <models.Antenna instance at 0x7f6346cbac68>>
