phi1,phi2,phi3,theta1,theta2,theta3,result
61,22,19,100,190,48,2.640074744923011
61,17,19,100,190,48,2.783328271115796
61,22,19,100,190,48,2.640074744923011
61,22,19,100,190,43,2.7784498880094772
61,22,24,100,190,43,2.6432276683520706
61,22,24,105,190,43,3.1069520299342783
61,22,24,100,190,43,2.6432276683520706
61,22,24,105,190,43,3.1069520299342783
56,22,24,105,190,43,3.6470087932859996
56,22,24,105,190,48,3.78316584613254
56,27,24,105,190,48,3.634840059954788
56,32,24,105,190,48,3.4817262959263746
56,32,24,110,190,48,3.9832285920755655
56,32,24,110,185,48,3.9867011796772034
56,37,24,110,185,48,3.8371695505986927
56,32,24,110,185,48,3.9867011796772034
51,32,24,110,185,48,4.503782302601223
51,32,24,110,190,48,4.500309714999585
51,32,24,110,190,43,4.364152662153045
51,32,24,115,190,43,4.893774392787415
51,32,24,115,190,48,5.029931445633955
51,32,24,115,195,48,4.950317472543161
56,32,24,115,195,48,4.433236349619141
56,32,24,110,195,48,3.9036146189847716
56,27,24,110,195,48,4.059943915562635
56,22,24,110,195,48,4.209091245364507
56,22,29,110,195,48,4.267441080066044
56,22,29,105,195,48,3.7659387839168534
56,22,29,105,190,48,3.8415156808340765
56,22,29,100,190,48,3.377791319251869
56,22,29,100,195,48,3.302214422334646
56,22,29,100,190,48,3.377791319251869
56,22,29,100,185,48,3.3720821424712093
56,22,29,100,180,48,3.2826607158026424
56,22,29,100,180,53,3.024017014953369
56,22,29,105,180,53,3.487741376535576
56,22,24,105,180,53,3.5664604095059276
56,22,24,100,180,53,3.1027360479237203
56,22,24,100,175,53,2.928788420641787
56,22,29,100,175,53,2.850069387671436
56,22,24,100,175,53,2.928788420641787
61,22,24,100,175,53,2.3887316572900654
61,22,24,100,175,58,2.465588877225558
66,22,24,100,175,58,1.9129574991903204
66,22,24,100,170,58,1.655297622020482
66,22,24,105,170,58,2.1190219836026896
66,27,24,105,170,58,2.000217995198945
66,27,24,110,170,58,2.5017202913481356
66,22,24,110,170,58,2.62052427975188
66,22,24,110,175,58,2.8781841569217184
66,22,24,110,175,53,2.801326936986226
71,22,24,110,175,53,2.246764146204818
66,22,24,110,175,53,2.801326936986226
66,22,24,110,170,53,2.5436670598163875
66,22,19,110,170,53,2.6846197705356407
66,22,19,115,170,53,3.2142415011700103
66,22,19,115,170,48,3.055553647352543
66,22,19,115,170,43,3.193928790439009
71,22,19,115,170,43,2.639365999657601
66,22,19,115,170,43,3.193928790439009
66,22,14,115,170,43,3.2335252128605827
66,22,9,115,170,43,3.1232758056150955
66,17,9,115,170,43,3.2471520540038035
66,17,9,110,170,43,2.717530323369434
61,17,9,110,170,43,3.2701617014046716
61,17,9,115,170,43,3.799783432039041
61,17,9,115,170,38,3.816519527387115
61,22,9,115,170,38,3.692643278998407
61,22,9,120,170,38,4.240184388070478
61,22,9,125,170,38,4.795099707816574
61,22,9,125,175,38,5.052759584986412
61,22,14,125,175,38,4.939841947007475
66,22,14,125,175,38,4.387210568972237
66,27,14,125,175,38,4.257039569409973
66,27,14,125,175,33,4.4440296260816226
66,27,14,125,175,38,4.257039569409973
66,27,14,125,175,43,4.463470519286324
61,27,14,125,175,43,5.016101897321562
61,27,14,125,170,43,4.769809031310243
61,32,14,125,170,43,4.655793020757161
61,37,14,125,170,43,4.546188493611905
61,37,9,125,170,43,4.435939086366418
66,37,9,125,170,43,3.8833077083311807
66,42,9,125,170,43,3.777653208799424
66,42,9,125,170,48,3.7885920571843674
66,42,9,125,165,48,3.518971991358748
66,42,4,125,165,48,3.6172049902298675
71,42,4,125,165,48,3.0626421994484594
76,42,4,125,165,48,2.516828395195739
76,42,9,125,165,48,2.4185953963246196
76,37,9,125,165,48,2.5037357961574984
76,37,4,125,165,48,2.601968795028618
81,37,4,125,165,48,2.075415878672742
81,37,0,125,165,48,2.0320839431633626
81,37,0,120,165,48,1.4771686234172676
81,37,0,120,160,48,1.117078135565009
81,37,0,120,155,48,0.6919913426500426
81,37,0,120,155,48,0.6919913426500426
81,42,0,120,155,48,0.6550437908064659
81,42,0,120,155,53,0.5423377543555539
81,42,0,120,155,53,0.5423377543555539
81,42,0,120,155,48,0.6550437908064659
81,42,0,120,160,48,1.054897860687223
81,42,0,120,155,48,0.6550437908064659
81,42,0,115,155,48,0.10750268173439359
86,42,0,115,155,48,-0.3896483933835482
86,42,0,115,160,48,0.010205676497208944
86,42,0,115,155,48,-0.3896483933835482
86,42,0,110,155,48,-0.9192701240179177
86,42,0,110,155,43,-1.0438717928849144
81,42,0,110,155,43,-0.5467207177669725
81,42,0,110,150,43,-1.0033039002457014
81,42,0,110,150,43,-1.0033039002457014
76,42,0,110,150,43,-0.4767509838898251
76,42,0,110,145,43,-0.9829761309817103
76,42,0,110,150,43,-0.4767509838898251
76,42,0,115,150,43,0.052870746744544464
76,42,0,115,145,43,-0.4533544003473408
76,42,0,115,140,43,-1.0011783028033123
76,47,0,115,140,43,-0.9375070417320795
71,47,0,115,140,43,-0.39169323747935886
71,52,0,115,140,43,-0.316784992214405
71,52,0,115,140,38,-0.2001947708442208
71,52,0,115,145,38,0.2816241131764222
71,52,0,115,145,38,0.2816241131764222
71,52,0,110,145,38,-0.24799761745794738
71,52,0,105,145,38,-0.7494999136071377
71,52,0,105,145,33,-0.8387575814081664
71,52,0,105,150,33,-0.39552305018899514
71,47,0,105,150,33,-0.4045288552757126
71,47,5,105,150,33,-0.46671119674777817
71,47,5,105,150,38,-0.27467831246620267
71,47,0,105,150,38,-0.31527118747468397
71,47,0,100,150,38,-0.7789955490568917
71,47,0,100,150,38,-0.7789955490568917
66,47,0,100,150,38,-0.22443275827548362
66,47,0,105,150,38,0.23929160330672392
66,47,0,105,145,38,-0.23614054736091186
66,52,0,105,145,38,-0.19493712282572986
