phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
248,260,306,360,115,210,4.316045143742372,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,265,306,360,115,210,4.513737896698762,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,270,306,360,115,210,4.7358979935358425,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,270,306,360,110,210,4.983790444056774,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,275,306,360,110,210,5.261356059919603,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,280,306,360,110,210,5.556964145962668,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,285,306,360,110,210,5.865897915604647,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,285,306,360,105,210,6.200599699045439,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,290,306,360,105,210,6.554341113090492,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,295,306,360,105,210,6.911530353161631,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,295,306,360,100,210,7.289202890402391,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,300,306,360,100,210,7.6795047381536445,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,305,306,360,100,210,8.06165064369705,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,305,306,360,95,210,8.468731952104104,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,310,306,360,95,210,8.869216203971376,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,310,306,360,90,210,9.259111508869008,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,315,306,360,90,210,9.668142490118864,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,320,306,360,90,210,10.049654030848611,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,320,306,360,85,210,10.43626008286545,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,325,306,360,85,210,10.808679022268615,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,325,306,360,80,210,11.150941926413127,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,330,306,360,80,210,11.503205659143703,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,335,306,360,80,210,11.809742182789302,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,335,306,360,75,210,12.110655713094918,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,340,306,360,75,210,12.38003385794796,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,340,306,360,70,210,12.609480009815904,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,345,306,360,70,210,12.83147580172721,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,350,306,360,70,210,12.995113620919932,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
248,350,306,360,65,210,13.144869078801149,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
243,350,306,360,65,210,13.281478037936886,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
243,355,306,360,65,210,13.385064702390522,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,65,210,13.445870791458837,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
238,355,306,360,60,210,13.500929538206567,"(array([283, 260, 311]), array([316, 145, 210]), -4.02886322312971, nan)"
