phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
345,182,225,253,251,16,-5.451304410567057,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,21,-5.672855400025659,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,16,-5.451304410567057,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,21,-5.672855400025659,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,16,-5.451304410567057,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,11,-5.767794813245579,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,6,-5.50880508334904,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,1,-5.550890496369307,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,0,-5.462684990944843,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,0,-5.462684990944843,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,251,0,-5.462684990944843,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,256,0,-5.44810209473464,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,256,0,-5.44810209473464,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,256,0,-5.44810209473464,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,256,0,-5.44810209473464,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,256,0,-5.44810209473464,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,225,253,256,0,-5.44810209473464,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,253,256,0,-5.438028281116164,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,253,256,0,-5.438028281116164,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,253,256,0,-5.438028281116164,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,253,256,0,-5.438028281116164,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,253,256,0,-5.438028281116164,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,253,256,0,-5.438028281116164,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,248,256,0,-4.9240845679467355,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,182,230,248,256,0,-4.9240845679467355,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,256,0,-4.561950914093562,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,261,0,-4.512993107533356,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,261,0,-4.512993107533356,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,261,0,-4.512993107533356,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,266,0,-4.466387705451504,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,266,0,-4.466387705451504,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,266,0,-4.466387705451504,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,266,0,-4.466387705451504,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,248,271,0,-4.422515443323074,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,243,271,0,-3.884478138524085,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
345,187,230,243,271,0,-3.884478138524085,"(array([345, 182, 225]), array([253, 251,  21]), -5.672855400025659, 0.8122499999999999)"
