phi1,phi2,phi3,theta1,theta2,theta3,result,temperature
266,23,264,288,150,101,1.2634215102100779,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,96,1.0049025857936593,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,91,0.591353928955467,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,86,1.1496983215295555,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,81,0.9683438852616821,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,76,0.6931620864063872,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,71,1.196305741104663,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,150,66,0.712641695057987,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,155,66,1.2617032208065935,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,155,61,1.5954033309151545,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,160,61,2.0799252140704168,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
266,23,264,288,165,61,2.4930875175414475,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
261,23,264,288,165,61,2.870921982519375,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
261,23,264,288,170,61,3.2072790929452397,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
256,23,264,288,170,61,3.525173493093974,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
256,23,264,288,175,61,3.7807589986428285,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
251,23,264,288,175,61,4.032590963011292,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,23,264,288,175,61,4.213510425972408,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,23,264,288,180,61,4.385913505999735,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,18,264,288,180,61,4.524802394888624,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,13,264,288,180,61,4.6636912837775135,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,8,264,288,180,61,4.802580172666402,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,288,180,61,4.941469061555291,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,283,180,61,5.057750048334579,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,278,180,61,5.248057157830255,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,273,180,61,5.508725239859066,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,268,180,61,5.834734052817071,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,263,180,61,6.219804949187001,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,258,180,61,6.656521796854106,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,253,180,61,7.136473807390687,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,248,180,61,7.650417520560115,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,243,180,61,8.188454825359104,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,238,180,61,8.740223589066987,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,233,180,61,9.295097222951604,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,228,180,61,9.842389341169032,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,223,180,61,10.371559571303894,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,218,180,61,10.87241655281749,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,213,180,61,11.335314213829252,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,208,180,61,11.751337546110749,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,203,180,61,12.112474300426571,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,198,180,61,12.411769295518564,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,193,180,61,12.64345836887585,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
246,3,264,188,180,61,12.803079389514862,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
241,3,264,188,180,61,12.90960199883091,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
241,3,269,188,180,61,13.004702364620302,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
241,3,269,188,185,61,13.093358071709508,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
241,3,269,183,185,61,13.177836876953956,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
241,0,269,183,185,61,13.257550594442206,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,183,185,61,13.28762481687257,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
236,0,269,178,185,61,13.29533441806531,"(array([266,  23, 264]), array([288, 150,  86]), 1.1496983215295555, 0.7716375)"
