phi1,phi2,phi3,theta1,theta2,theta3,result
13,6,96,221,237,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a320>>
13,6,96,221,237,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3af80>>
13,6,96,226,237,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a908>>
13,11,96,226,237,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a8c0>>
18,11,96,226,237,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a4d0>>
18,11,96,226,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ae60>>
18,6,96,226,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3acf8>>
18,6,91,226,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c0e0>>
18,6,91,221,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ab48>>
18,6,91,221,232,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c290>>
18,11,91,221,232,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3aea8>>
13,11,91,221,232,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d36bd8>>
18,11,91,221,232,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a7e8>>
18,11,91,221,237,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3aef0>>
18,11,91,226,237,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ac68>>
18,11,91,231,237,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a5f0>>
18,11,91,231,237,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c488>>
18,11,86,231,237,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c3b0>>
18,11,86,231,232,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c248>>
18,11,81,231,232,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c440>>
18,11,81,231,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c2d8>>
23,11,81,231,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d36a70>>
23,6,81,231,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c128>>
23,6,76,231,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c560>>
23,1,76,231,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c1b8>>
23,1,76,226,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3add0>>
23,1,81,226,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c5a8>>
23,1,81,226,222,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c4d0>>
23,1,76,226,222,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c6c8>>
23,0,76,226,222,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c200>>
23,0,76,226,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c3f8>>
28,0,76,226,227,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d367a0>>
28,0,76,226,232,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c518>>
28,0,71,226,232,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c830>>
28,0,76,226,232,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c7e8>>
28,0,76,226,232,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c5f0>>
28,0,76,226,232,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ca28>>
23,0,76,226,232,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3acb0>>
18,0,76,226,232,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3aab8>>
18,0,76,226,237,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c7a0>>
18,0,76,226,242,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c758>>
18,0,76,226,242,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cb00>>
18,0,76,226,242,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cb48>>
18,0,71,226,242,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ca70>>
18,0,71,226,242,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cbd8>>
23,0,71,226,242,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ab90>>
18,0,71,226,242,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3af38>>
18,0,71,226,237,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c9e0>>
18,0,71,226,242,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c908>>
18,0,71,231,242,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c320>>
18,0,71,231,237,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cab8>>
18,0,71,231,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cc20>>
18,0,71,226,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c368>>
13,0,71,226,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c170>>
13,0,71,221,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c638>>
8,0,71,221,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c680>>
8,0,71,226,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c098>>
8,0,71,221,232,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c950>>
8,0,71,221,232,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43098>>
3,0,71,221,232,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c710>>
3,0,71,221,227,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ce18>>
3,0,71,221,222,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cef0>>
0,0,71,221,222,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3afc8>>
0,0,71,221,222,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cdd0>>
0,5,71,221,222,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ccf8>>
0,5,71,221,217,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43050>>
0,5,71,221,217,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c878>>
0,5,76,221,217,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43170>>
0,10,76,221,217,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cea8>>
0,10,76,221,217,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43320>>
0,5,76,221,217,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cfc8>>
0,5,81,221,217,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43200>>
0,5,81,216,217,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cd88>>
0,5,76,216,217,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d433b0>>
0,0,76,216,217,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d431b8>>
0,0,76,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d430e0>>
0,0,76,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43248>>
0,0,76,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ce60>>
0,5,76,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43128>>
0,5,76,216,207,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43440>>
0,5,71,216,207,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d435a8>>
0,5,71,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43290>>
0,5,71,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c998>>
0,10,71,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cd40>>
0,5,71,216,212,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d433f8>>
0,5,71,216,207,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d435f0>>
0,5,66,216,207,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43758>>
0,5,71,216,207,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43710>>
0,5,71,221,207,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cf38>>
0,5,71,221,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d438c0>>
0,5,66,221,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43878>>
0,5,66,226,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cb90>>
0,5,61,226,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43908>>
0,5,61,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43680>>
0,5,66,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d437e8>>
5,5,66,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3c050>>
5,5,66,221,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43368>>
5,10,66,221,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43560>>
5,10,66,221,212,248,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43b48>>
5,10,66,221,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43c20>>
5,10,61,221,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43ab8>>
5,10,61,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cf80>>
10,10,61,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3a998>>
5,10,61,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3ccb0>>
5,10,56,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43c68>>
5,5,56,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d439e0>>
0,5,56,226,212,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d432d8>>
0,5,56,226,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43b90>>
0,5,56,221,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43638>>
0,0,56,221,207,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43a70>>
0,0,56,221,202,243,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43cf8>>
0,0,56,221,202,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43f80>>
0,0,56,226,202,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43518>>
0,0,51,226,202,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43e60>>
0,0,51,226,197,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43e18>>
0,5,51,226,197,238,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43950>>
0,5,51,226,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d128>>
0,5,51,226,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d434d0>>
0,5,51,221,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43998>>
0,5,51,221,202,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43dd0>>
0,10,51,221,202,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43bd8>>
0,10,56,221,202,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d0e0>>
0,10,56,221,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43fc8>>
0,10,56,221,192,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d050>>
0,10,56,226,192,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d436c8>>
0,10,51,226,192,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d290>>
5,10,51,226,192,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d3cc68>>
5,10,51,226,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43ef0>>
5,5,51,226,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d098>>
5,5,51,221,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43b00>>
5,5,51,226,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43d88>>
5,5,51,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d560>>
5,0,51,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d248>>
5,5,51,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43d40>>
0,5,51,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43a28>>
0,0,51,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d200>>
0,0,56,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d518>>
0,0,56,226,197,233,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d680>>
0,0,56,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d758>>
0,5,56,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d170>>
0,0,56,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d368>>
0,0,56,226,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d3b0>>
0,0,56,221,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d1b8>>
0,0,51,221,197,228,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d7a0>>
0,0,51,221,197,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d908>>
0,0,51,221,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d4d0>>
0,0,51,226,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43f38>>
0,0,51,226,207,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d5f0>>
0,0,51,226,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d6c8>>
0,0,56,226,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d8c0>>
0,0,56,221,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d3f8>>
0,5,56,221,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d320>>
0,5,56,221,202,218,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4db48>>
0,5,56,221,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4db00>>
0,5,56,221,207,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d7e8>>
0,5,61,221,207,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d9e0>>
0,5,61,221,207,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d43ea8>>
0,5,61,221,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d950>>
0,5,61,216,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4d5a8>>
0,5,66,216,202,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4db90>>
0,5,66,216,207,223,<bound method Antenna.function of <models.Antenna instance at 0x7fc185d4da28>>
